protocal,count,port,flag,type,attack,srcip
6,1,443,2,-1,0,-1
6,6,37114,16,-1,0,-1
6,3,42136,16,-1,0,-1
17,71,35266,-1,-1,0,-1
17,4,42740,-1,-1,0,-1
1,1,-1,1,3,0,-1
6,5,42136,24,-1,0,-1
17,5,53,-1,-1,0,-1
6,1,37114,18,-1,0,-1
17,2,55506,-1,-1,0,-1
6,5,37114,24,-1,0,-1
6,6,443,24,-1,0,-1
6,4,443,16,-1,0,-1
6,1,443,2,-1,0,-1
6,6,37114,16,-1,0,-1
17,4,42740,-1,-1,0,-1
6,1,37114,18,-1,0,-1
17,2,55506,-1,-1,0,-1
6,5,37114,24,-1,0,-1
6,6,443,24,-1,0,-1
6,4,443,16,-1,0,-1
6,1,443,2,-1,0,-1
6,6,37114,16,-1,0,-1
17,92,35266,-1,-1,0,-1
17,4,42740,-1,-1,0,-1
1,3,-1,1,3,0,-1
17,95,35266,-1,-1,0,-1
1,4,-1,1,3,0,-1
6,3,52938,24,-1,0,-1
6,3,443,16,-1,0,-1
6,1,443,24,-1,0,-1
6,1,52938,16,-1,0,-1
6,3,52938,24,-1,0,-1
6,3,443,16,-1,0,-1
6,1,443,24,-1,0,-1
6,1,52938,16,-1,0,-1
6,3,52938,24,-1,0,-1
6,3,443,16,-1,0,-1
6,1,443,24,-1,0,-1
6,1,52938,16,-1,0,-1
6,3,52938,24,-1,0,-1
6,3,443,16,-1,0,-1
6,1,443,24,-1,0,-1
6,1,52938,16,-1,0,-1
6,1,443,2,-1,0,-1
6,1,37124,18,-1,0,-1
17,14,53,-1,-1,0,-1
6,4,52882,16,-1,0,-1
6,1,443,2,-1,0,-1
17,7,40223,-1,-1,0,-1
17,4,44386,-1,-1,0,-1
6,1,52882,18,-1,0,-1
17,4,40852,-1,-1,0,-1
17,2,55237,-1,-1,0,-1
17,4,54589,-1,-1,0,-1
6,3,52882,24,-1,0,-1
6,4,443,24,-1,0,-1
17,7,53,-1,-1,0,-1
6,4,37124,16,-1,0,-1
6,2,443,16,-1,0,-1
6,3,443,16,-1,0,-1
6,4,37124,24,-1,0,-1
6,4,443,24,-1,0,-1
6,2,443,2,-1,0,-1
6,1,37124,18,-1,0,-1
6,19,42210,16,-1,0,-1
17,4,44386,-1,-1,0,-1
6,21,37126,24,-1,0,-1
6,3,52882,24,-1,0,-1
6,4,37124,16,-1,0,-1
6,2,443,16,-1,0,-1
6,30,443,16,-1,0,-1
6,8,42210,24,-1,0,-1
6,12,443,24,-1,0,-1
6,4,37124,24,-1,0,-1
17,22,53,-1,-1,0,-1
6,4,52882,16,-1,0,-1
6,1,443,2,-1,0,-1
17,11,40223,-1,-1,0,-1
6,1,37126,18,-1,0,-1
6,1,52882,18,-1,0,-1
17,4,40852,-1,-1,0,-1
17,2,55237,-1,-1,0,-1
17,4,54589,-1,-1,0,-1
17,4,58173,-1,-1,0,-1
17,4,59375,-1,-1,0,-1
6,4,443,24,-1,0,-1
17,11,53,-1,-1,0,-1
6,25,37126,16,-1,0,-1
6,23,443,16,-1,0,-1
6,4,443,24,-1,0,-1
6,1,443,16,-1,0,-1
6,1,42210,24,-1,0,-1
17,4,59375,-1,-1,0,-1
6,1,443,2,-1,0,-1
6,21,37128,16,-1,0,-1
6,1,37124,24,-1,0,-1
6,1,37128,18,-1,0,-1
17,1,5353,-1,-1,0,-1
6,3,37124,16,-1,0,-1
6,53,37126,16,-1,0,-1
6,45,443,16,-1,0,-1
6,1,443,16,-1,0,-1
6,1,443,17,-1,0,-1
6,1,42210,24,-1,0,-1
6,15,37126,24,-1,0,-1
17,4,59375,-1,-1,0,-1
6,10,37128,24,-1,0,-1
6,17,443,24,-1,0,-1
6,1,37126,25,-1,0,-1
6,1,443,2,-1,0,-1
6,21,37128,16,-1,0,-1
6,1,37124,24,-1,0,-1
6,1,37128,18,-1,0,-1
17,1,5353,-1,-1,0,-1
6,3,37124,16,-1,0,-1
6,1,443,24,-1,0,-1
6,53,37126,16,-1,0,-1
6,45,443,16,-1,0,-1
6,1,443,17,-1,0,-1
6,1,52938,16,-1,0,-1
6,1,52938,24,-1,0,-1
6,15,37126,24,-1,0,-1
6,1,443,16,-1,0,-1
6,10,37128,24,-1,0,-1
6,17,443,24,-1,0,-1
6,1,37126,25,-1,0,-1
6,1,443,24,-1,0,-1
6,1,52938,16,-1,0,-1
6,1,52938,24,-1,0,-1
6,1,443,16,-1,0,-1
6,26,37128,16,-1,0,-1
6,4,37124,24,-1,0,-1
6,8,37124,16,-1,0,-1
6,1,443,24,-1,0,-1
6,23,443,16,-1,0,-1
6,1,443,20,-1,0,-1
6,6,443,24,-1,0,-1
6,1,52938,16,-1,0,-1
6,1,52938,24,-1,0,-1
6,1,37128,25,-1,0,-1
6,1,443,16,-1,0,-1
6,6,37128,24,-1,0,-1
6,5,37124,24,-1,0,-1
6,13,37124,16,-1,0,-1
6,8,443,16,-1,0,-1
6,2,443,24,-1,0,-1
6,5,37124,24,-1,0,-1
6,13,37124,16,-1,0,-1
6,8,443,16,-1,0,-1
6,2,443,24,-1,0,-1
6,5,37124,24,-1,0,-1
6,13,37124,16,-1,0,-1
6,8,443,16,-1,0,-1
6,2,443,24,-1,0,-1
6,5,37124,24,-1,0,-1
6,1,52938,16,-1,0,-1
17,4,33711,-1,-1,0,-1
6,13,37124,16,-1,0,-1
6,1,443,24,-1,0,-1
6,8,443,16,-1,0,-1
6,1,443,16,-1,0,-1
6,2,443,24,-1,0,-1
17,4,53,-1,-1,0,-1
6,3,42210,24,-1,0,-1
6,1,52938,24,-1,0,-1
17,2,40223,-1,-1,0,-1
6,2,42210,16,-1,0,-1
17,2,53,-1,-1,0,-1
6,3,443,16,-1,0,-1
6,2,443,24,-1,0,-1
6,1,52938,16,-1,0,-1
17,4,33711,-1,-1,0,-1
6,1,443,24,-1,0,-1
6,1,443,16,-1,0,-1
17,8,53,-1,-1,0,-1
6,5,42210,24,-1,0,-1
6,1,52938,24,-1,0,-1
17,4,33326,-1,-1,0,-1
17,4,40223,-1,-1,0,-1
6,4,42210,16,-1,0,-1
17,4,53,-1,-1,0,-1
6,5,443,16,-1,0,-1
6,4,443,24,-1,0,-1
6,1,53036,18,-1,0,-1
6,4,42210,16,-1,0,-1
6,1,443,17,-1,0,-1
6,1,53036,25,-1,0,-1
6,3,52938,24,-1,0,-1
6,2,52938,16,-1,0,-1
6,6,443,24,-1,0,-1
6,7,443,16,-1,0,-1
6,4,443,16,-1,0,-1
6,3,53036,24,-1,0,-1
17,8,53,-1,-1,0,-1
6,3,42210,24,-1,0,-1
17,4,57678,-1,-1,0,-1
17,4,40223,-1,-1,0,-1
17,4,33326,-1,-1,0,-1
6,7,53036,16,-1,0,-1
6,1,443,2,-1,0,-1
6,1,443,4,-1,0,-1
17,4,54273,-1,-1,0,-1
17,4,53,-1,-1,0,-1
6,3,443,24,-1,0,-1
6,1,53036,18,-1,0,-1
17,4,40918,-1,-1,0,-1
6,6,42210,16,-1,0,-1
6,1,443,17,-1,0,-1
6,1,53036,25,-1,0,-1
6,6,52938,24,-1,0,-1
6,5,52938,16,-1,0,-1
6,7,443,24,-1,0,-1
6,12,443,16,-1,0,-1
6,6,443,16,-1,0,-1
6,3,53036,24,-1,0,-1
17,12,53,-1,-1,0,-1
6,5,42210,24,-1,0,-1
17,4,57678,-1,-1,0,-1
17,6,40223,-1,-1,0,-1
6,7,53036,16,-1,0,-1
6,1,443,2,-1,0,-1
6,1,443,4,-1,0,-1
17,4,54273,-1,-1,0,-1
17,6,53,-1,-1,0,-1
6,5,443,24,-1,0,-1
17,4,40918,-1,-1,0,-1
17,4,40918,-1,-1,0,-1
6,1,443,24,-1,0,-1
6,2,52938,24,-1,0,-1
6,1,52938,16,-1,0,-1
6,2,443,16,-1,0,-1
6,1,443,24,-1,0,-1
6,3,52938,24,-1,0,-1
6,1,52938,16,-1,0,-1
6,3,443,16,-1,0,-1
6,3,42210,16,-1,0,-1
17,4,57974,-1,-1,0,-1
6,1,443,16,-1,0,-1
17,4,53,-1,-1,0,-1
6,1,42210,24,-1,0,-1
17,2,40223,-1,-1,0,-1
17,2,53,-1,-1,0,-1
6,3,443,24,-1,0,-1
6,5,42210,16,-1,0,-1
6,1,52882,24,-1,0,-1
6,1,52882,25,-1,0,-1
17,4,57974,-1,-1,0,-1
6,2,443,16,-1,0,-1
6,4,443,16,-1,0,-1
17,4,43658,-1,-1,0,-1
6,7,52882,16,-1,0,-1
17,8,53,-1,-1,0,-1
6,6,42210,24,-1,0,-1
17,4,40223,-1,-1,0,-1
6,1,443,17,-1,0,-1
6,4,443,24,-1,0,-1
17,4,53,-1,-1,0,-1
6,5,443,24,-1,0,-1
6,2,42210,16,-1,0,-1
6,1,52882,24,-1,0,-1
6,1,52882,25,-1,0,-1
6,2,443,16,-1,0,-1
17,4,32895,-1,-1,0,-1
6,2,443,16,-1,0,-1
17,4,43658,-1,-1,0,-1
6,7,52882,16,-1,0,-1
17,4,53,-1,-1,0,-1
6,2,42210,24,-1,0,-1
17,2,40223,-1,-1,0,-1
6,1,443,17,-1,0,-1
6,4,443,24,-1,0,-1
17,2,53,-1,-1,0,-1
6,2,443,24,-1,0,-1
6,2,42210,16,-1,0,-1
17,4,32895,-1,-1,0,-1
6,2,443,16,-1,0,-1
17,4,53,-1,-1,0,-1
6,2,42210,24,-1,0,-1
17,2,40223,-1,-1,0,-1
17,2,53,-1,-1,0,-1
6,2,443,24,-1,0,-1
6,4,42210,16,-1,0,-1
17,4,32895,-1,-1,0,-1
6,3,443,16,-1,0,-1
17,8,53,-1,-1,0,-1
6,3,42210,24,-1,0,-1
17,4,34996,-1,-1,0,-1
17,4,40223,-1,-1,0,-1
17,4,53,-1,-1,0,-1
6,4,443,24,-1,0,-1
6,1,443,24,-1,0,-1
6,1,52938,24,-1,0,-1
6,1,52938,16,-1,0,-1
6,1,443,16,-1,0,-1
6,1,443,16,-1,0,-1
6,1,42210,24,-1,0,-1
17,4,34996,-1,-1,0,-1
6,1,42210,16,-1,0,-1
6,2,52938,24,-1,0,-1
6,1,52938,16,-1,0,-1
6,1,443,24,-1,0,-1
6,2,443,16,-1,0,-1
6,2,443,16,-1,0,-1
6,1,37124,16,-1,0,-1
17,4,53,-1,-1,0,-1
6,2,42210,24,-1,0,-1
17,2,40223,-1,-1,0,-1
6,1,37124,24,-1,0,-1
17,4,51422,-1,-1,0,-1
17,2,53,-1,-1,0,-1
6,1,443,24,-1,0,-1
6,1,443,24,-1,0,-1
6,4,42210,16,-1,0,-1
17,4,53987,-1,-1,0,-1
6,5,52938,24,-1,0,-1
6,3,52938,16,-1,0,-1
6,3,443,24,-1,0,-1
6,1,443,16,-1,0,-1
6,5,443,16,-1,0,-1
6,3,443,16,-1,0,-1
6,1,37124,16,-1,0,-1
17,8,53,-1,-1,0,-1
6,3,42210,24,-1,0,-1
17,4,40223,-1,-1,0,-1
6,1,37124,24,-1,0,-1
17,4,51422,-1,-1,0,-1
17,4,53,-1,-1,0,-1
6,1,443,24,-1,0,-1
6,4,443,24,-1,0,-1
6,11,42210,16,-1,0,-1
6,4,443,16,-1,0,-1
6,2,49907,25,-1,0,-1
17,4,53987,-1,-1,0,-1
17,4,55266,-1,-1,0,-1
6,4,3478,16,-1,0,-1
6,3,3478,2,-1,0,-1
17,2,35792,-1,-1,0,-1
17,7,53,-1,-1,0,-1
6,20,37124,16,-1,0,-1
6,9,37124,24,-1,0,-1
6,14,443,16,-1,0,-1
6,1,43217,18,-1,0,-1
6,2,49907,16,-1,0,-1
6,8,443,16,-1,0,-1
6,3,443,2,-1,0,-1
6,2,49907,18,-1,0,-1
6,1,45883,18,-1,0,-1
17,4,42636,-1,-1,0,-1
17,14,53,-1,-1,0,-1
6,7,42210,24,-1,0,-1
17,7,40223,-1,-1,0,-1
17,2,37472,-1,-1,0,-1
17,2,56803,-1,-1,0,-1
6,1,40465,18,-1,0,-1
17,4,53596,-1,-1,0,-1
17,4,3478,-1,-1,0,-1
6,1,443,17,-1,0,-1
6,1,46301,18,-1,0,-1
17,4,40002,-1,-1,0,-1
6,2,443,24,-1,0,-1
6,10,443,24,-1,0,-1
6,1,3478,17,-1,0,-1
6,1,40465,24,-1,0,-1
6,1,45883,16,-1,0,-1
6,2,443,24,-1,0,-1
6,6,3478,16,-1,0,-1
17,4,35792,-1,-1,0,-1
6,1,40465,16,-1,0,-1
17,4,33129,-1,-1,0,-1
6,1,46301,16,-1,0,-1
6,1,43217,24,-1,0,-1
6,1,46301,18,-1,0,-1
6,3,443,16,-1,0,-1
6,3,443,2,-1,0,-1
6,2,49907,18,-1,0,-1
17,24,53,-1,-1,0,-1
6,12,42210,24,-1,0,-1
17,4,46781,-1,-1,0,-1
6,2,49907,16,-1,0,-1
6,1,40465,18,-1,0,-1
6,1,443,17,-1,0,-1
6,2,3478,24,-1,0,-1
17,4,53596,-1,-1,0,-1
17,2,37472,-1,-1,0,-1
17,4,3478,-1,-1,0,-1
17,4,52184,-1,-1,0,-1
6,12,42210,16,-1,0,-1
17,2,56803,-1,-1,0,-1
6,2,49907,25,-1,0,-1
6,1,45883,24,-1,0,-1
6,3,52938,24,-1,0,-1
17,4,55028,-1,-1,0,-1
6,1,46301,24,-1,0,-1
17,12,53,-1,-1,0,-1
6,3,3478,2,-1,0,-1
6,1,43217,18,-1,0,-1
6,1,43217,16,-1,0,-1
6,12,443,16,-1,0,-1
17,4,55266,-1,-1,0,-1
17,4,47095,-1,-1,0,-1
6,6,443,16,-1,0,-1
17,12,40223,-1,-1,0,-1
17,4,41939,-1,-1,0,-1
6,1,45883,18,-1,0,-1
6,12,443,24,-1,0,-1
6,1,3478,17,-1,0,-1
6,1,40465,24,-1,0,-1
6,1,443,24,-1,0,-1
6,1,45883,16,-1,0,-1
6,2,443,24,-1,0,-1
17,4,50480,-1,-1,0,-1
6,1,40465,16,-1,0,-1
6,1,46301,16,-1,0,-1
6,1,52938,16,-1,0,-1
6,1,43217,24,-1,0,-1
6,7,443,16,-1,0,-1
17,8,53,-1,-1,0,-1
6,7,42210,24,-1,0,-1
6,2,3478,24,-1,0,-1
17,4,52184,-1,-1,0,-1
6,4,42210,16,-1,0,-1
6,1,45883,24,-1,0,-1
6,7,52938,24,-1,0,-1
6,1,46301,24,-1,0,-1
17,4,53,-1,-1,0,-1
6,1,43217,16,-1,0,-1
6,7,443,16,-1,0,-1
17,4,40223,-1,-1,0,-1
17,4,60612,-1,-1,0,-1
17,4,41939,-1,-1,0,-1
6,4,443,24,-1,0,-1
6,1,443,24,-1,0,-1
6,1,45883,16,-1,0,-1
6,2,443,24,-1,0,-1
6,2,3478,16,-1,0,-1
6,1,40465,16,-1,0,-1
6,1,52938,16,-1,0,-1
6,1,46301,16,-1,0,-1
6,1,443,16,-1,0,-1
6,1,43217,24,-1,0,-1
6,1,40465,24,-1,0,-1
6,2,3478,24,-1,0,-1
6,1,45883,24,-1,0,-1
6,1,52938,24,-1,0,-1
6,1,46301,24,-1,0,-1
6,1,43217,16,-1,0,-1
6,2,443,16,-1,0,-1
6,2,443,24,-1,0,-1
6,2,52938,16,-1,0,-1
6,3,443,16,-1,0,-1
17,16,53,-1,-1,0,-1
6,8,42210,24,-1,0,-1
17,4,50849,-1,-1,0,-1
17,8,53,-1,-1,0,-1
17,4,41382,-1,-1,0,-1
6,8,42210,16,-1,0,-1
6,3,52938,24,-1,0,-1
6,7,443,16,-1,0,-1
17,8,40223,-1,-1,0,-1
17,4,44590,-1,-1,0,-1
6,8,443,24,-1,0,-1
17,4,55866,-1,-1,0,-1
6,1,443,24,-1,0,-1
17,4,38388,-1,-1,0,-1
6,1,52938,16,-1,0,-1
6,7,443,16,-1,0,-1
17,4,53,-1,-1,0,-1
6,2,42210,24,-1,0,-1
17,2,53,-1,-1,0,-1
6,3,42210,16,-1,0,-1
6,7,52938,24,-1,0,-1
6,2,443,16,-1,0,-1
17,2,40223,-1,-1,0,-1
6,3,443,24,-1,0,-1
6,1,443,24,-1,0,-1
6,1,52938,16,-1,0,-1
6,8,443,16,-1,0,-1
17,4,53,-1,-1,0,-1
6,2,42210,24,-1,0,-1
17,2,53,-1,-1,0,-1
6,2,42210,16,-1,0,-1
6,8,52938,24,-1,0,-1
17,4,32837,-1,-1,0,-1
6,2,443,16,-1,0,-1
17,2,40223,-1,-1,0,-1
6,2,443,24,-1,0,-1
6,1,443,24,-1,0,-1
6,1,52938,16,-1,0,-1
6,8,443,16,-1,0,-1
17,4,53,-1,-1,0,-1
6,2,42210,24,-1,0,-1
17,2,53,-1,-1,0,-1
6,2,42210,16,-1,0,-1
6,8,52938,24,-1,0,-1
17,4,32837,-1,-1,0,-1
6,2,443,16,-1,0,-1
17,2,40223,-1,-1,0,-1
6,2,443,24,-1,0,-1
6,1,443,24,-1,0,-1
6,1,52938,16,-1,0,-1
6,8,443,16,-1,0,-1
17,4,53,-1,-1,0,-1
6,4,42210,24,-1,0,-1
17,2,53,-1,-1,0,-1
17,23,37472,-1,-1,0,-1
6,3,42210,16,-1,0,-1
6,8,52938,24,-1,0,-1
17,25,59086,-1,-1,0,-1
17,4,32837,-1,-1,0,-1
6,4,443,16,-1,0,-1
17,2,40223,-1,-1,0,-1
17,3,59086,-1,-1,0,-1
6,3,443,24,-1,0,-1
6,1,443,24,-1,0,-1
6,1,52938,16,-1,0,-1
6,1,443,16,-1,0,-1
17,51,37472,-1,-1,0,-1
6,1,52938,24,-1,0,-1
17,50,59086,-1,-1,0,-1
17,1,59086,-1,-1,0,-1
6,2,443,16,-1,0,-1
17,51,37472,-1,-1,0,-1
6,2,52938,24,-1,0,-1
17,51,59086,-1,-1,0,-1
17,1,59086,-1,-1,0,-1
6,1,443,24,-1,0,-1
6,1,52938,16,-1,0,-1
6,3,443,16,-1,0,-1
17,51,37472,-1,-1,0,-1
6,3,52938,24,-1,0,-1
17,51,59086,-1,-1,0,-1
17,1,59086,-1,-1,0,-1
17,52,37472,-1,-1,0,-1
17,51,59086,-1,-1,0,-1
17,50,37472,-1,-1,0,-1
17,51,59086,-1,-1,0,-1
6,1,443,24,-1,0,-1
6,1,52938,16,-1,0,-1
6,3,443,16,-1,0,-1
17,50,37472,-1,-1,0,-1
6,3,52938,24,-1,0,-1
17,51,59086,-1,-1,0,-1
17,1,59086,-1,-1,0,-1
17,52,37472,-1,-1,0,-1
17,53,59086,-1,-1,0,-1
17,1,59086,-1,-1,0,-1
17,50,37472,-1,-1,0,-1
17,48,59086,-1,-1,0,-1
6,1,443,24,-1,0,-1
6,1,52938,16,-1,0,-1
6,2,443,16,-1,0,-1
17,52,37472,-1,-1,0,-1
6,2,52938,24,-1,0,-1
17,52,59086,-1,-1,0,-1
6,1,443,24,-1,0,-1
6,1,52938,16,-1,0,-1
17,50,37472,-1,-1,0,-1
17,50,59086,-1,-1,0,-1
17,51,37472,-1,-1,0,-1
17,50,59086,-1,-1,0,-1
17,51,37472,-1,-1,0,-1
17,51,59086,-1,-1,0,-1
17,50,37472,-1,-1,0,-1
17,51,59086,-1,-1,0,-1
17,50,59086,-1,-1,0,-1
17,49,37472,-1,-1,0,-1
17,100,59086,-1,-1,0,-1
17,99,37472,-1,-1,0,-1
17,53,37472,-1,-1,0,-1
17,52,59086,-1,-1,0,-1
6,1,52938,16,-1,0,-1
17,50,37472,-1,-1,0,-1
6,1,443,16,-1,0,-1
17,49,59086,-1,-1,0,-1
6,1,52938,24,-1,0,-1
6,1,443,24,-1,0,-1
17,51,59086,-1,-1,0,-1
17,50,37472,-1,-1,0,-1
17,51,37472,-1,-1,0,-1
17,49,59086,-1,-1,0,-1
17,52,37472,-1,-1,0,-1
17,53,59086,-1,-1,0,-1
17,50,37472,-1,-1,0,-1
17,50,59086,-1,-1,0,-1
17,53,37472,-1,-1,0,-1
17,53,59086,-1,-1,0,-1
6,1,52938,16,-1,0,-1
17,50,37472,-1,-1,0,-1
6,1,443,16,-1,0,-1
17,50,59086,-1,-1,0,-1
6,1,443,24,-1,0,-1
6,1,52938,24,-1,0,-1
17,50,59086,-1,-1,0,-1
17,51,37472,-1,-1,0,-1
17,49,37472,-1,-1,0,-1
17,51,59086,-1,-1,0,-1
17,52,37472,-1,-1,0,-1
17,50,59086,-1,-1,0,-1
17,51,37472,-1,-1,0,-1
17,52,59086,-1,-1,0,-1
17,51,37472,-1,-1,0,-1
17,52,59086,-1,-1,0,-1
6,1,52938,16,-1,0,-1
17,50,59086,-1,-1,0,-1
6,1,443,16,-1,0,-1
17,50,37472,-1,-1,0,-1
6,1,443,24,-1,0,-1
6,1,52938,24,-1,0,-1
17,51,37472,-1,-1,0,-1
17,50,59086,-1,-1,0,-1
17,51,37472,-1,-1,0,-1
6,2,443,16,-1,0,-1
17,52,59086,-1,-1,0,-1
6,2,52938,24,-1,0,-1
17,2,53,-1,-1,0,-1
17,52,37472,-1,-1,0,-1
17,2,40223,-1,-1,0,-1
17,4,45861,-1,-1,0,-1
17,50,59086,-1,-1,0,-1
6,1,52938,16,-1,0,-1
17,4,53,-1,-1,0,-1
6,2,443,16,-1,0,-1
6,1,443,24,-1,0,-1
6,2,52938,24,-1,0,-1
17,51,59086,-1,-1,0,-1
17,51,37472,-1,-1,0,-1
17,51,37472,-1,-1,0,-1
17,51,59086,-1,-1,0,-1
17,50,37472,-1,-1,0,-1
17,49,59086,-1,-1,0,-1
17,51,59086,-1,-1,0,-1
17,52,37472,-1,-1,0,-1
6,1,52938,16,-1,0,-1
17,51,37472,-1,-1,0,-1
6,1,443,16,-1,0,-1
17,53,59086,-1,-1,0,-1
6,1,443,24,-1,0,-1
6,1,52938,24,-1,0,-1
17,51,37472,-1,-1,0,-1
17,50,59086,-1,-1,0,-1
17,50,37472,-1,-1,0,-1
17,49,59086,-1,-1,0,-1
17,50,37472,-1,-1,0,-1
17,52,59086,-1,-1,0,-1
6,1,37124,16,-1,0,-1
17,52,59086,-1,-1,0,-1
6,1,443,16,-1,0,-1
17,52,37472,-1,-1,0,-1
6,1,443,24,-1,0,-1
6,1,37124,24,-1,0,-1
6,1,52938,16,-1,0,-1
17,51,37472,-1,-1,0,-1
6,1,443,16,-1,0,-1
17,50,59086,-1,-1,0,-1
6,1,443,24,-1,0,-1
6,1,52938,24,-1,0,-1
17,52,37472,-1,-1,0,-1
17,51,59086,-1,-1,0,-1
17,50,37472,-1,-1,0,-1
17,50,59086,-1,-1,0,-1
17,50,59086,-1,-1,0,-1
17,51,37472,-1,-1,0,-1
17,52,37472,-1,-1,0,-1
17,54,59086,-1,-1,0,-1
17,50,37472,-1,-1,0,-1
17,49,59086,-1,-1,0,-1
6,1,52938,16,-1,0,-1
17,52,37472,-1,-1,0,-1
6,1,443,16,-1,0,-1
17,52,59086,-1,-1,0,-1
6,1,443,24,-1,0,-1
6,1,52938,24,-1,0,-1
17,50,37472,-1,-1,0,-1
17,51,59086,-1,-1,0,-1
17,50,59086,-1,-1,0,-1
17,49,37472,-1,-1,0,-1
17,2,53,-1,-1,0,-1
17,53,37472,-1,-1,0,-1
17,2,40223,-1,-1,0,-1
17,4,46408,-1,-1,0,-1
17,51,59086,-1,-1,0,-1
17,4,53,-1,-1,0,-1
6,2,42210,24,-1,0,-1
6,3,443,16,-1,0,-1
6,4,42210,16,-1,0,-1
6,3,443,24,-1,0,-1
17,51,37472,-1,-1,0,-1
17,51,59086,-1,-1,0,-1
17,51,37472,-1,-1,0,-1
17,51,59086,-1,-1,0,-1
6,1,52938,16,-1,0,-1
17,51,59086,-1,-1,0,-1
17,51,37472,-1,-1,0,-1
6,1,52938,24,-1,0,-1
6,1,443,16,-1,0,-1
6,1,443,24,-1,0,-1
17,51,37472,-1,-1,0,-1
17,50,59086,-1,-1,0,-1
17,2,53,-1,-1,0,-1
17,51,59086,-1,-1,0,-1
17,2,40223,-1,-1,0,-1
17,52,37472,-1,-1,0,-1
17,4,53,-1,-1,0,-1
6,2,52938,24,-1,0,-1
6,2,443,16,-1,0,-1
17,4,60845,-1,-1,0,-1
6,1,52938,16,-1,0,-1
6,1,443,24,-1,0,-1
6,4,52938,16,-1,0,-1
17,50,59086,-1,-1,0,-1
17,50,37472,-1,-1,0,-1
6,2,52938,24,-1,0,-1
6,5,443,16,-1,0,-1
6,1,443,24,-1,0,-1
17,52,37472,-1,-1,0,-1
17,51,59086,-1,-1,0,-1
17,51,59086,-1,-1,0,-1
17,50,37472,-1,-1,0,-1
17,52,59086,-1,-1,0,-1
17,51,37472,-1,-1,0,-1
17,52,37472,-1,-1,0,-1
17,51,59086,-1,-1,0,-1
6,1,52938,16,-1,0,-1
17,50,37472,-1,-1,0,-1
17,50,59086,-1,-1,0,-1
6,1,52938,24,-1,0,-1
6,1,443,16,-1,0,-1
6,1,443,24,-1,0,-1
17,52,59086,-1,-1,0,-1
17,52,37472,-1,-1,0,-1
17,50,59086,-1,-1,0,-1
17,49,37472,-1,-1,0,-1
6,2,52938,24,-1,0,-1
6,2,443,16,-1,0,-1
6,1,52938,16,-1,0,-1
17,50,37472,-1,-1,0,-1
17,50,59086,-1,-1,0,-1
6,1,52938,24,-1,0,-1
6,1,443,16,-1,0,-1
6,1,443,24,-1,0,-1
17,53,37472,-1,-1,0,-1
17,52,59086,-1,-1,0,-1
17,51,37472,-1,-1,0,-1
17,50,59086,-1,-1,0,-1
17,51,37472,-1,-1,0,-1
17,52,59086,-1,-1,0,-1
17,2,53,-1,-1,0,-1
17,50,59086,-1,-1,0,-1
17,2,40223,-1,-1,0,-1
17,31,37472,-1,-1,0,-1
17,4,53,-1,-1,0,-1
6,1,42210,24,-1,0,-1
6,1,443,16,-1,0,-1
6,2,42210,16,-1,0,-1
6,2,443,24,-1,0,-1
17,4,51876,-1,-1,0,-1
17,2,53,-1,-1,0,-1
17,50,59086,-1,-1,0,-1
17,2,40223,-1,-1,0,-1
17,58,37472,-1,-1,0,-1
17,4,53,-1,-1,0,-1
6,2,42210,24,-1,0,-1
6,2,443,16,-1,0,-1
6,2,42210,16,-1,0,-1
6,2,443,24,-1,0,-1
17,4,51876,-1,-1,0,-1
6,1,52938,16,-1,0,-1
17,52,59086,-1,-1,0,-1
17,64,37472,-1,-1,0,-1
6,1,52938,24,-1,0,-1
6,1,443,16,-1,0,-1
6,1,443,24,-1,0,-1
17,52,59086,-1,-1,0,-1
17,44,37472,-1,-1,0,-1
17,49,59086,-1,-1,0,-1
17,32,37472,-1,-1,0,-1
17,78,37472,-1,-1,0,-1
17,52,59086,-1,-1,0,-1
17,50,59086,-1,-1,0,-1
17,50,37472,-1,-1,0,-1
6,1,52938,16,-1,0,-1
17,52,59086,-1,-1,0,-1
17,46,37472,-1,-1,0,-1
6,1,52938,24,-1,0,-1
6,1,443,16,-1,0,-1
6,1,443,24,-1,0,-1
17,51,59086,-1,-1,0,-1
17,57,37472,-1,-1,0,-1
17,50,37472,-1,-1,0,-1
17,50,59086,-1,-1,0,-1
17,45,37472,-1,-1,0,-1
17,50,59086,-1,-1,0,-1
17,37,37472,-1,-1,0,-1
17,53,59086,-1,-1,0,-1
17,51,59086,-1,-1,0,-1
17,71,37472,-1,-1,0,-1
6,1,52938,16,-1,0,-1
17,52,59086,-1,-1,0,-1
17,47,37472,-1,-1,0,-1
6,4,52938,24,-1,0,-1
6,4,443,16,-1,0,-1
6,1,443,24,-1,0,-1
17,50,37472,-1,-1,0,-1
17,51,59086,-1,-1,0,-1
17,54,37472,-1,-1,0,-1
17,51,59086,-1,-1,0,-1
17,52,37472,-1,-1,0,-1
17,50,59086,-1,-1,0,-1
17,51,59086,-1,-1,0,-1
17,52,37472,-1,-1,0,-1
6,1,52938,16,-1,0,-1
17,51,37472,-1,-1,0,-1
17,51,59086,-1,-1,0,-1
6,1,52938,24,-1,0,-1
6,1,443,16,-1,0,-1
6,1,443,24,-1,0,-1
