protocal,count,port,flag,type,srcip,attack
6,62,1250,16,-1,-1,0
6,36,902,16,-1,-1,0
17,3933,9,-1,-1,-1,4
6,4,902,24,-1,-1,0
6,4,902,24,-1,-1,0
6,4,1250,24,-1,-1,0
6,75,1250,16,-1,-1,0
6,32,902,16,-1,-1,0
17,3992,9,-1,-1,-1,4
17,6,137,-1,-1,-1,0
6,5,1250,24,-1,-1,0
17,2,53,-1,-1,-1,0
6,73,1250,16,-1,-1,0
6,29,902,16,-1,-1,0
17,3868,9,-1,-1,-1,4
6,5,902,24,-1,-1,0
6,2,1250,24,-1,-1,0
17,1,53,-1,-1,-1,0
6,57,1250,16,-1,-1,0
6,26,902,16,-1,-1,0
17,4029,9,-1,-1,-1,4
6,2,902,24,-1,-1,0
6,1,1250,24,-1,-1,0
6,30,1250,16,-1,-1,0
6,14,902,16,-1,-1,0
17,4055,9,-1,-1,-1,4
6,2,902,24,-1,-1,0
6,3,1250,24,-1,-1,0
17,1,53,-1,-1,-1,0
6,49,1250,16,-1,-1,0
6,18,902,16,-1,-1,0
17,3652,9,-1,-1,-1,4
6,4,902,24,-1,-1,0
6,3,1250,24,-1,-1,0
17,1,53,-1,-1,-1,0
6,48,1250,16,-1,-1,0
6,20,902,16,-1,-1,0
17,3950,9,-1,-1,-1,4
6,3,902,24,-1,-1,0
6,3,1250,24,-1,-1,0
17,1,53,-1,-1,-1,0
6,33,1250,16,-1,-1,0
6,14,902,16,-1,-1,0
17,3933,9,-1,-1,-1,4
6,3,902,24,-1,-1,0
6,3,1250,24,-1,-1,0
6,7,1250,16,-1,-1,0
6,2,902,16,-1,-1,0
17,3954,9,-1,-1,-1,4
6,3,902,24,-1,-1,0
6,2,1250,24,-1,-1,0
6,58,1250,16,-1,-1,0
6,28,902,16,-1,-1,0
17,3909,9,-1,-1,-1,4
6,2,902,24,-1,-1,0
17,1,53,-1,-1,-1,0
6,4,1250,24,-1,-1,0
17,1,53,-1,-1,-1,0
6,67,1250,16,-1,-1,0
6,35,902,16,-1,-1,0
17,3912,9,-1,-1,-1,4
6,3,902,24,-1,-1,0
6,3,1250,24,-1,-1,0
6,61,1250,16,-1,-1,0
6,29,902,16,-1,-1,0
17,4012,9,-1,-1,-1,4
6,2,902,24,-1,-1,0
6,3,1250,24,-1,-1,0
17,1,53,-1,-1,-1,0
6,55,1250,16,-1,-1,0
6,22,902,16,-1,-1,0
17,4001,9,-1,-1,-1,4
6,3,902,24,-1,-1,0
1,1,-1,1,3,-1,0
6,1,1279,16,-1,-1,0
6,1,1278,16,-1,-1,0
6,5,1250,24,-1,-1,0
6,1,443,16,-1,-1,0
6,63,1250,16,-1,-1,0
6,33,902,16,-1,-1,0
17,3842,9,-1,-1,-1,4
6,5,902,24,-1,-1,0
6,4,443,24,-1,-1,0
17,1,53,-1,-1,-1,0
6,2,1250,24,-1,-1,0
17,1,53,-1,-1,-1,0
6,53,1250,16,-1,-1,0
6,25,902,16,-1,-1,0
17,3996,9,-1,-1,-1,4
6,3,902,24,-1,-1,0
6,4,1250,24,-1,-1,0
6,76,1250,16,-1,-1,0
6,40,902,16,-1,-1,0
17,4013,9,-1,-1,-1,4
6,4,902,24,-1,-1,0
6,4,1250,24,-1,-1,0
17,1,53,-1,-1,-1,0
6,35,1250,16,-1,-1,0
6,30,902,16,-1,-1,0
17,3914,9,-1,-1,-1,4
6,3,902,24,-1,-1,0
1,1,-1,1,3,-1,0
6,3,1250,24,-1,-1,0
